Price,Mileage,Horsepower,Num_Features,Fuel_Type,Car_Type
28150,35,325,9,Electric,Sedan
22125,30,299,4,Petrol,Sedan
36748,40,422,4,Electric,SUV
59577,35,474,7,Petrol,Luxury
24621,25,257,2,Petrol,Sedan
35034,25,288,8,Hybrid,SUV
25126,20,499,6,Electric,Sedan
25122,40,420,3,Hybrid,Sedan
38030,35,496,9,Electric,SUV
37302,25,438,5,Hybrid,SUV
39181,40,361,8,Electric,SUV
58638,20,421,7,Hybrid,Luxury
21531,30,215,8,Petrol,Sedan
43333,40,397,7,Electric,SUV
59650,40,305,3,Electric,SUV
54674,30,196,2,Petrol,Sports
55854,40,350,7,Hybrid,SUV
28152,20,297,3,Electric,Sedan
58518,20,273,3,Electric,SUV
30267,30,150,2,Hybrid,Sports
45289,35,396,4,Petrol,SUV
21062,25,492,8,Hybrid,Sedan
49926,35,277,1,Hybrid,SUV
26229,40,340,1,Hybrid,Sedan
24632,25,216,5,Electric,Sedan
59056,30,153,5,Petrol,Sports
23596,30,452,1,Petrol,Sedan
26168,25,443,6,Hybrid,Sedan
27561,20,292,1,Electric,Sedan
28258,25,340,5,Hybrid,Sedan
36616,40,170,9,Electric,Sports
46734,20,376,5,Electric,SUV
26371,30,462,6,Electric,Sedan
46069,25,266,8,Electric,SUV
34369,35,451,1,Petrol,SUV
32910,35,291,2,Electric,SUV
27943,40,188,9,Electric,Sedan
32199,35,401,3,Hybrid,SUV
35728,25,482,6,Hybrid,SUV
43275,25,356,5,Petrol,SUV
26738,35,359,2,Hybrid,Sedan
35913,25,264,7,Electric,SUV
55240,40,374,4,Hybrid,Luxury
39123,20,283,1,Petrol,SUV
54529,40,400,4,Hybrid,Luxury
30167,40,368,6,Hybrid,SUV
30554,25,240,7,Petrol,SUV
37260,20,195,7,Petrol,Sports
23812,25,187,7,Electric,Sedan
48024,30,291,3,Hybrid,SUV
47285,25,249,6,Electric,SUV
46900,25,477,8,Hybrid,SUV
21605,25,339,4,Hybrid,Sedan
25622,20,184,8,Electric,Sedan
26767,25,296,2,Hybrid,Sedan
47139,20,179,9,Hybrid,Sports
31613,35,483,9,Hybrid,SUV
30589,30,233,8,Petrol,SUV
33918,20,430,1,Electric,SUV
40119,35,493,2,Petrol,SUV
47446,20,419,6,Electric,SUV
33046,20,303,5,Electric,SUV
44818,30,251,9,Hybrid,SUV
55358,40,364,5,Electric,Luxury
24324,40,299,2,Petrol,Sedan
30787,20,232,4,Petrol,SUV
29111,25,259,9,Petrol,Sedan
58110,35,424,1,Electric,Luxury
36389,25,350,1,Petrol,SUV
34043,25,433,7,Electric,SUV
48746,20,322,3,Petrol,SUV
42350,20,476,2,Petrol,SUV
20117,20,355,9,Electric,Sedan
38935,20,212,3,Petrol,SUV
33234,40,222,2,Hybrid,SUV
58328,20,400,8,Electric,Luxury
20846,40,273,6,Electric,Sedan
30954,40,270,6,Electric,SUV
33703,20,424,7,Hybrid,SUV
42700,30,269,7,Electric,SUV
52043,35,466,6,Petrol,Luxury
26469,25,313,4,Petrol,Sedan
50105,40,435,9,Petrol,Luxury
46386,35,414,6,Electric,SUV
56976,30,469,4,Petrol,Luxury
59051,25,310,3,Electric,SUV
22048,25,457,4,Petrol,Sedan
59001,40,238,3,Hybrid,SUV
32941,20,291,2,Hybrid,SUV
21828,30,352,5,Hybrid,Sedan
21917,40,458,2,Hybrid,Sedan
40618,30,376,6,Electric,SUV
52254,20,483,3,Petrol,Luxury
59756,20,371,6,Hybrid,Luxury
40128,40,190,9,Electric,Sports
20009,20,345,1,Hybrid,Sedan
36644,35,217,6,Hybrid,SUV
42422,25,413,9,Electric,SUV
29865,40,151,4,Electric,Sedan
22219,30,274,2,Petrol,Sedan
59809,35,259,4,Petrol,SUV
25287,40,235,1,Hybrid,Sedan
54387,20,269,3,Hybrid,SUV
28512,20,276,9,Petrol,Sedan
21342,20,404,5,Petrol,Sedan
39216,20,332,6,Electric,SUV
47534,30,165,3,Petrol,Sports
34231,35,211,5,Petrol,SUV
52293,25,307,8,Hybrid,SUV
46614,30,417,6,Petrol,SUV
56258,30,184,4,Hybrid,Sports
48253,25,416,2,Petrol,SUV
37988,25,213,9,Electric,SUV
51037,20,199,1,Petrol,Sports
32219,30,404,1,Petrol,SUV
20235,40,298,4,Petrol,Sedan
21908,25,474,7,Hybrid,Sedan
28567,25,453,1,Electric,Sedan
56298,35,425,9,Petrol,Luxury
25256,40,321,4,Hybrid,Sedan
39019,40,350,3,Electric,SUV
28162,25,473,1,Hybrid,Sedan
25415,20,184,4,Hybrid,Sedan
56159,35,365,9,Electric,Luxury
25951,40,214,6,Petrol,Sedan
41852,25,157,6,Hybrid,Sports
28007,40,450,1,Hybrid,Sedan
50523,35,492,2,Petrol,Luxury
43325,35,481,6,Petrol,SUV
41204,30,225,2,Electric,SUV
35524,25,323,3,Electric,SUV
39282,35,196,4,Electric,Sports
43930,30,164,5,Petrol,Sports
20077,30,296,9,Hybrid,Sedan
40611,40,175,4,Hybrid,Sports
36984,40,457,9,Electric,SUV
34060,30,242,3,Petrol,SUV
37449,40,381,8,Hybrid,SUV
38520,35,170,1,Electric,Sports
29510,20,456,9,Hybrid,Sedan
49287,35,187,9,Hybrid,Sports
48173,30,425,2,Petrol,SUV
59711,30,306,4,Petrol,SUV
31954,35,328,8,Hybrid,SUV
27804,40,281,7,Electric,Sedan
26565,40,460,1,Petrol,Sedan
25984,30,497,5,Hybrid,Sedan
41526,25,177,7,Petrol,Sports
57438,40,409,4,Petrol,Luxury
38574,35,225,1,Petrol,SUV
29184,40,216,9,Hybrid,Sedan
39096,35,491,5,Electric,SUV
22192,30,343,2,Electric,Sedan
54016,40,311,8,Electric,SUV
31246,35,496,2,Petrol,SUV
38381,30,406,3,Hybrid,SUV
56455,25,221,1,Petrol,SUV
46727,35,236,2,Electric,SUV
24018,25,411,7,Electric,Sedan
31302,25,363,2,Hybrid,SUV
21970,20,302,6,Petrol,Sedan
47202,40,359,3,Electric,SUV
51110,35,210,4,Hybrid,SUV
37586,25,417,8,Petrol,SUV
44519,20,411,3,Petrol,SUV
51273,30,367,6,Electric,Luxury
41951,35,432,1,Electric,SUV
35374,25,285,7,Petrol,SUV
25788,40,242,8,Petrol,Sedan
25408,20,258,8,Electric,Sedan
45053,25,390,3,Petrol,SUV
29446,40,291,1,Electric,Sedan
20922,25,440,9,Petrol,Sedan
53187,35,386,6,Electric,Luxury
30789,35,489,9,Hybrid,SUV
52184,35,461,7,Electric,Luxury
21120,20,326,1,Electric,Sedan
52154,35,290,1,Hybrid,SUV
37334,40,338,6,Petrol,SUV
22336,25,198,5,Hybrid,Sedan
58141,30,451,9,Electric,Luxury
22243,40,339,2,Petrol,Sedan
39029,40,285,8,Hybrid,SUV
52265,35,192,5,Petrol,Sports
57380,20,239,2,Petrol,SUV
43710,25,444,6,Hybrid,SUV
49486,20,490,8,Petrol,SUV
26371,25,394,4,Hybrid,Sedan
26359,25,341,2,Electric,Sedan
55996,20,467,5,Petrol,Luxury
40103,40,255,2,Electric,SUV
34382,25,459,2,Electric,SUV
38755,20,382,6,Petrol,SUV
55659,25,414,9,Hybrid,Luxury
23756,30,493,4,Petrol,Sedan
40609,40,186,6,Electric,Sports
36478,35,454,7,Electric,SUV
55442,25,190,6,Hybrid,Sports
59666,30,166,8,Petrol,Sports
30147,35,493,4,Electric,SUV
53561,35,426,1,Electric,Luxury
54884,25,456,7,Electric,Luxury
25779,20,208,3,Hybrid,Sedan
32298,25,332,6,Electric,SUV
34153,30,190,2,Electric,Sports
30789,35,188,9,Petrol,Sports
32999,25,341,1,Petrol,SUV
20814,20,416,6,Electric,Sedan
30541,25,296,6,Electric,SUV
44938,40,482,5,Petrol,SUV
22443,20,276,5,Hybrid,Sedan
30457,30,195,1,Hybrid,Sports
30380,35,194,5,Hybrid,Sports
27783,25,150,2,Hybrid,Sedan
37368,20,317,7,Hybrid,SUV
35328,40,257,3,Hybrid,SUV
46215,20,168,4,Hybrid,Sports
53595,40,481,3,Hybrid,Luxury
47306,30,221,3,Petrol,SUV
39915,35,258,4,Hybrid,SUV
59915,30,417,5,Hybrid,Luxury
57219,25,389,1,Hybrid,Luxury
35343,20,450,4,Electric,SUV
58727,40,239,8,Petrol,SUV
20126,40,252,7,Petrol,Sedan
47632,20,399,9,Petrol,SUV
40530,20,157,5,Hybrid,Sports
59964,25,302,4,Hybrid,SUV
23368,30,496,8,Electric,Sedan
23797,40,323,9,Petrol,Sedan
33718,25,492,7,Hybrid,SUV
54560,30,307,7,Petrol,SUV
31053,25,364,5,Electric,SUV
42116,40,326,4,Electric,SUV
56244,20,324,1,Electric,SUV
56185,20,489,7,Petrol,Luxury
21645,30,487,1,Hybrid,Sedan
39256,35,295,1,Hybrid,SUV
55840,30,473,5,Electric,Luxury
54622,35,310,9,Hybrid,SUV
57430,25,276,6,Electric,SUV
59282,25,231,3,Petrol,SUV
